ORI	DES	TIME	ARR
MNL	SIN	1417315200	1417328400
HKG	MNL	1417315200	1417322400
HKG	YYZ	1417315200	1417368600
JED	DXB	1417315200	1417325400
SIN	JNB	1417315200	1417353900
KUL	SIN	1417315500	1417319100
CTU	PVG	1417315500	1417325100
MNL	TPE	1417315500	1417322700
NRT	MNL	1417315500	1417333500
BOM	DEL	1417315500	1417323600
GRU	MCO	1417315500	1417348800
NRT	TPE	1417315500	1417329900
SYD	BNE	1417315500	1417320900
CAN	SIN	1417315500	1417330200
SYD	SIN	1417315500	1417345500
SIN	DXB	1417315500	1417342800
SIN	MEL	1417315500	1417342500
SVO	MAD	1417315500	1417335300
SIN	HKG	1417315800	1417330200
CAN	CTU	1417315800	1417325100
CTU	CAN	1417315800	1417324200
NRT	DEL	1417315800	1417351800
HKG	KUL	1417315800	1417329600
TPE	HKG	1417315800	1417322400
CGK	SIN	1417315800	1417322400
HKG	SIN	1417316100	1417330800
TPE	PVG	1417316100	1417322700
GRU	JFK	1417316100	1417351800
CGK	KUL	1417316100	1417323300
PEK	GMP	1417316100	1417323000
SHA	PEK	1417316100	1417325100
SZX	PVG	1417316100	1417324500
RUH	JFK	1417316100	1417365000
CTU	PEK	1417316400	1417325700
PEK	CTU	1417316400	1417326900
MNL	HKG	1417316400	1417324800
AYT	SVO	1417316400	1417330500
CAN	SHA	1417316400	1417324800
HKG	PVG	1417316400	1417324800
BNE	MEL	1417316400	1417324800
MEL	BNE	1417316400	1417324200
MEL	SYD	1417316400	1417321500
SYD	MEL	1417316400	1417322100
TPE	NRT	1417316400	1417327500
AYT	DUS	1417316400	1417330800
NRT	HEL	1417316400	1417353600
CAN	PEK	1417316400	1417327800
PEK	CAN	1417316400	1417328100
PEK	SHA	1417316400	1417324500
DXB	DUB	1417316400	1417346400
DXB	RUH	1417316400	1417323600
KUL	DXB	1417316400	1417343400
GMP	SHA	1417316400	1417323300
NRT	CGK	1417316400	1417344600
AYT	BRU	1417316400	1417330500
SIN	KUL	1417316700	1417320300
BOM	DXB	1417316700	1417329000
DEL	BOM	1417316700	1417324500
AKL	SYD	1417316700	1417329600
SVO	CDG	1417316700	1417331400
HKG	TPE	1417316700	1417322400
DXB	JED	1417316700	1417327800
SHA	SZX	1417317000	1417327200
NRT	BOM	1417317000	1417356900
HKG	ORD	1417317000	1417369500
NRT	CDG	1417317000	1417362900
CGK	HKG	1417317000	1417335000
DXB	GIG	1417317000	1417369140
DXB	LIS	1417317000	1417348800
IST	FRA	1417317000	1417328400
HKG	CTU	1417317300	1417325700
SZX	SHA	1417317300	1417324800
GIG	MIA	1417317300	1417350060
HKG	EWR	1417317300	1417373400
SZX	KUL	1417317300	1417331400
NRT	PVG	1417317300	1417328400
NRT	VIE	1417317300	1417360500
DEL	DXB	1417317600	1417332000
PEK	SZX	1417317600	1417329300
PEK	DTW	1417317600	1417366200
MNL	RUH	1417317600	1417356900
DEL	SIN	1417317900	1417338900
KUL	CGK	1417317900	1417325700
HEL	LIS	1417317900	1417336200
NRT	LHR	1417317900	1417363200
CAN	TPE	1417317900	1417325400
DXB	MAD	1417317900	1417347000
GRU	DXB	1417317900	1417367700
SYD	CGK	1417317900	1417345200
NRT	FRA	1417317900	1417362000
CTU	SZX	1417318200	1417327500
SHA	CAN	1417318200	1417326600
GMP	PEK	1417318200	1417326000
PEK	FRA	1417318200	1417355400
SYD	SFO	1417318200	1417367700
NRT	CPH	1417318200	1417359900
PEK	HEL	1417318500	1417350300
DXB	BCN	1417318800	1417346100
HKG	SVO	1417318800	1417357200
SHA	CTU	1417319100	1417330800
RUH	BOM	1417319100	1417333800
DXB	LHR	1417319100	1417347300
CAN	SVO	1417319100	1417356900
DXB	ARN	1417319100	1417344300
SIN	CGK	1417319100	1417325700
PEK	SVO	1417319400	1417350300
SZX	SIN	1417319400	1417333800
SIN	TPE	1417319700	1417336200
SZX	CTU	1417319700	1417329000
HKG	SHA	1417319700	1417329000
PEK	AMS	1417319700	1417357200
RUH	DXB	1417319700	1417326000
IST	AMS	1417319700	1417332600
NRT	IST	1417319700	1417363800
SVO	BCN	1417319700	1417336200
SVO	MUC	1417319700	1417331700
MNL	CAN	1417320000	1417328700
BOM	JED	1417320000	1417339200
ATH	FCO	1417320000	1417327500
AKL	BNE	1417320000	1417333200
SYD	LAX	1417320000	1417369500
DXB	CDG	1417320000	1417346700
HEL	BCN	1417320000	1417334400
HKG	PEK	1417320000	1417331400
AKL	MEL	1417320000	1417335000
RUH	JED	1417320000	1417326300
RUH	IST	1417320000	1417336200
SVO	FCO	1417320300	1417334100
FRA	AYT	1417320300	1417332600
ATH	MUC	1417320600	1417329900
GRU	MIA	1417320600	1417351140
HEL	MUC	1417320600	1417330200
PEK	LHR	1417320600	1417361700
SZX	PEK	1417320600	1417332900
MEL	KUL	1417320600	1417349400
CGK	JED	1417320600	1417355400
NRT	SVO	1417320600	1417358100
DEL	FRA	1417320900	1417355100
FCO	MAD	1417320900	1417329900
CAN	PVG	1417320900	1417329600
PEK	HKG	1417320900	1417333500
IST	MUC	1417320900	1417330800
SVO	DUS	1417320900	1417333500
CTU	SHA	1417321200	1417330800
BOM	SIN	1417321200	1417341600
DXB	AMS	1417321200	1417347600
DXB	LAX	1417321200	1417379700
PEK	VIE	1417321200	1417359600
SIN	MNL	1417321500	1417334400
MNL	DXB	1417321500	1417356900
IST	CDG	1417321500	1417334700
SYD	DFW	1417321500	1417376700
GRU	BOG	1417321500	1417343400
MEL	HKG	1417321500	1417355100
DXB	IST	1417321500	1417339800
DXB	ZRH	1417321500	1417346400
SVO	LHR	1417321500	1417337100
SVO	AYT	1417321800	1417335600
HKG	SFO	1417321800	1417364700
DXB	JFK	1417321800	1417373400
TPE	SZX	1417321800	1417327200
SYD	KUL	1417321800	1417352100
DXB	CPH	1417321800	1417346700
ATH	ZRH	1417321800	1417332000
SVO	FRA	1417321800	1417334400
ATH	CDG	1417322100	1417334400
HKG	BNE	1417322100	1417353600
SYD	AKL	1417322400	1417333800
BNE	SIN	1417322400	1417351200
SYD	HKG	1417322400	1417356000
DXB	DUS	1417322400	1417348200
DXB	FRA	1417322400	1417347900
AYT	IST	1417322700	1417327200
JED	IST	1417322700	1417337100
DXB	BOS	1417322700	1417374600
SIN	CTU	1417322700	1417339500
MUC	AYT	1417323000	1417333800
DXB	SFO	1417323000	1417380600
SIN	LHR	1417323000	1417374000
SVO	DXB	1417323000	1417342200
PEK	MNL	1417323300	1417340400
TPE	PEK	1417323300	1417335300
DXB	MUC	1417323300	1417347000
BRU	AMS	1417323300	1417326300
IST	AYT	1417323600	1417327800
DUS	AYT	1417323600	1417336200
CPH	AMS	1417323600	1417329000
HEL	AMS	1417323600	1417333500
LIS	AMS	1417323600	1417334700
TXL	AMS	1417323600	1417328700
TPE	SFO	1417323600	1417362000
PEK	JFK	1417323600	1417372200
BCN	AMS	1417323600	1417332600
MAD	AMS	1417323600	1417333500
BCN	IST	1417323600	1417335900
ATH	FRA	1417323900	1417335300
ATH	IST	1417323900	1417328700
ATL	ORD	1417323900	1417332600
HKG	LAX	1417323900	1417369200
PVG	CDG	1417323900	1417368600
PVG	FRA	1417323900	1417367400
PVG	PEK	1417323900	1417332900
PVG	AMS	1417323900	1417366800
BCN	FRA	1417323900	1417332300
DUS	SVO	1417323900	1417335300
JED	JNB	1417323900	1417350600
PVG	SIN	1417324200	1417344600
HEL	FRA	1417324200	1417334700
MAD	FRA	1417324200	1417334100
VIE	FRA	1417324200	1417329900
YYZ	IAH	1417324200	1417336800
DEL	HEL	1417324200	1417351800
DUS	AMS	1417324200	1417327800
FCO	AMS	1417324200	1417333800
NRT	FCO	1417324200	1417370400
CTU	TPE	1417324200	1417336200
TPE	CAN	1417324200	1417331700
ARN	FCO	1417324200	1417335600
OSL	CPH	1417324200	1417328700
DXB	FCO	1417324200	1417347600
DXB	PVG	1417324200	1417352100
GIG	DXB	1417324200	1417373400
JFK	MEX	1417324500	1417344900
CLT	BWI	1417324500	1417329540
CLT	FLL	1417324500	1417331280
KUL	HKG	1417324500	1417338600
JFK	BOG	1417324500	1417344600
BRU	LIS	1417324500	1417334400
ARN	AMS	1417324500	1417332600
MAD	FCO	1417324500	1417333200
ARN	CPH	1417324500	1417329000
DXB	VIE	1417324500	1417347000
BRU	AYT	1417324500	1417337700
MNL	KUL	1417324800	1417338300
CLT	MCO	1417324800	1417330380
CLT	PHL	1417324800	1417330260
CLT	PHX	1417324800	1417341180
ARN	CDG	1417324800	1417334400
DUS	CDG	1417324800	1417329300
JFK	TPE	1417324800	1417383000
PEK	DUS	1417324800	1417363800
KUL	MEL	1417324800	1417353000
DUS	FRA	1417324800	1417328100
OSL	FRA	1417324800	1417333200
DXB	BOM	1417325100	1417335600
CLT	ATL	1417325100	1417329240
CLT	DFW	1417325100	1417335120
CLT	EWR	1417325100	1417331100
CLT	TPA	1417325100	1417330740
TXL	DUS	1417325100	1417329000
KUL	CAN	1417325100	1417339800
BCN	FCO	1417325100	1417331400
CPH	FRA	1417325100	1417330800
PEK	NRT	1417325100	1417337700
IST	JFK	1417325100	1417365900
VIE	TXL	1417325400	1417329900
PVG	MNL	1417325400	1417338000
CLT	BOS	1417325400	1417332540
CLT	JFK	1417325400	1417331580
CLT	ORD	1417325400	1417332540
NRT	HKG	1417325400	1417344300
DUS	MUC	1417325400	1417329600
TXL	AYT	1417325400	1417336800
VIE	MUC	1417325400	1417329300
PEK	CDG	1417325400	1417365900
FCO	MUC	1417325400	1417331100
DXB	IAH	1417325400	1417385100
TPE	LAX	1417325400	1417370400
PEK	FCO	1417325400	1417366200
PEK	LAX	1417325400	1417368600
SIN	CAN	1417325400	1417340100
OSL	AMS	1417325400	1417332600
FRA	ZRH	1417325400	1417328700
MAD	LIS	1417325400	1417329900
SVO	ATH	1417325400	1417341000
IST	DUB	1417325400	1417342200
IST	LIS	1417325400	1417343400
HEL	CDG	1417325700	1417336800
OSL	CDG	1417325700	1417334700
MUC	FCO	1417325700	1417331100
DXB	SEA	1417325700	1417377600
HKG	AMS	1417325700	1417370700
DXB	SIN	1417325700	1417351500
ARN	FRA	1417325700	1417333800
BRU	CDG	1417325700	1417329000
BRU	BCN	1417325700	1417332600
MUC	BCN	1417325700	1417333200
DEL	LHR	1417326000	1417360200
IST	ATH	1417326000	1417331100
HKG	NRT	1417326000	1417338900
JFK	YYZ	1417326000	1417335600
VIE	LHR	1417326000	1417335300
HEL	DUS	1417326000	1417334700
PEK	TXL	1417326000	1417364400
FCO	FRA	1417326000	1417333200
FCO	ZRH	1417326000	1417332000
PEK	SFO	1417326000	1417367100
FRA	BCN	1417326000	1417333200
KUL	MNL	1417326300	1417339800
TPE	MNL	1417326300	1417333800
HEL	LHR	1417326300	1417338600
FRA	TXL	1417326300	1417330500
TXL	FRA	1417326300	1417330800
VIE	FCO	1417326300	1417331700
VIE	ZRH	1417326300	1417331400
CDG	LIS	1417326300	1417335600
FCO	CDG	1417326300	1417334100
ZRH	CDG	1417326300	1417331100
MEL	SIN	1417326300	1417353900
CDG	BRU	1417326300	1417329900
AMS	BRU	1417326300	1417329300
MUC	CPH	1417326300	1417332000
FRA	LHR	1417326600	1417332900
JFK	HKG	1417326600	1417383600
DUS	CPH	1417326600	1417331400
FRA	VIE	1417326600	1417331400
ZRH	DUS	1417326600	1417331100
BCN	CDG	1417326600	1417333500
FRA	CDG	1417326600	1417331100
AMS	DUS	1417326600	1417329600
AMS	FCO	1417326600	1417335300
PEK	ARN	1417326600	1417361400
SVO	JFK	1417326600	1417365000
AMS	OSL	1417326600	1417333800
SYD	DXB	1417326600	1417380000
AMS	MAD	1417326600	1417335900
TPE	SIN	1417326900	1417344600
DUS	ZRH	1417326900	1417331100
HEL	ZRH	1417326900	1417337100
MUC	DUS	1417326900	1417331100
VIE	MAD	1417326900	1417337700
AMS	CDG	1417326900	1417331400
CPH	CDG	1417326900	1417334100
TPE	KUL	1417326900	1417344900
FRA	CPH	1417326900	1417332000
DXB	HKG	1417326900	1417352100
DXB	ATH	1417326900	1417346400
DXB	SYD	1417326900	1417377000
FRA	AMS	1417326900	1417331700
TXL	BRU	1417326900	1417331700
ORY	BCN	1417326900	1417332600
AMS	ZRH	1417326900	1417332300
VIE	AMS	1417326900	1417334400
ZRH	AMS	1417326900	1417333800
SIN	FRA	1417326900	1417375800
SVO	PVG	1417326900	1417359000
SVO	BRU	1417326900	1417340100
SVO	IST	1417326900	1417340700
IST	MAD	1417326900	1417343400
CTU	HKG	1417327200	1417335000
TXL	LHR	1417327200	1417334400
DUS	LHR	1417327200	1417332300
LHR	VIE	1417327200	1417335600
LHR	ZRH	1417327200	1417333200
MUC	LHR	1417327200	1417334700
TXL	MUC	1417327200	1417331400
CDG	BCN	1417327200	1417333500
CDG	FCO	1417327200	1417334400
CDG	ZRH	1417327200	1417331700
LIS	CDG	1417327200	1417336200
TXL	CDG	1417327200	1417333500
HEL	ARN	1417327200	1417330800
NRT	CAN	1417327200	1417346700
PEK	MUC	1417327200	1417365300
SHA	HKG	1417327200	1417336500
MUC	FRA	1417327200	1417331400
CAN	YVR	1417327200	1417369200
FRA	DUS	1417327200	1417330200
AMS	BCN	1417327200	1417335000
MUC	AMS	1417327200	1417333500
VIE	BRU	1417327200	1417334100
DXB	DEL	1417327500	1417338900
MUC	TXL	1417327500	1417331700
VIE	CDG	1417327500	1417335300
CDG	FRA	1417327500	1417332300
ARN	HEL	1417327500	1417330800
IAH	PEK	1417327500	1417381200
PEK	PVG	1417327500	1417336200
DXB	JNB	1417327500	1417357200
BRU	FRA	1417327500	1417331400
ZRH	FRA	1417327500	1417331700
IST	BCN	1417327500	1417341000
IST	BRU	1417327500	1417340700
HEL	TXL	1417327800	1417334700
ATH	LHR	1417327800	1417342200
EWR	HKG	1417327800	1417384800
IST	LHR	1417327800	1417343100
ORD	MEX	1417327800	1417343940
ZRH	LHR	1417327800	1417334400
MAD	CDG	1417327800	1417335300
FRA	FCO	1417327800	1417334400
KUL	TPE	1417327800	1417343400
FCO	ORY	1417327800	1417335300
ORY	LIS	1417327800	1417336500
AMS	VIE	1417327800	1417334700
ZRH	MUC	1417327800	1417331400
ZRH	CPH	1417327800	1417334400
BRU	VIE	1417327800	1417333800
IST	VIE	1417327800	1417336800
SVO	VIE	1417327800	1417338600
IST	DUS	1417327800	1417340100
BOG	IAH	1417328040	1417347240
CAN	MNL	1417328100	1417336500
AMS	LHR	1417328100	1417333200
ORD	HKG	1417328100	1417385100
CDG	VIE	1417328100	1417335000
CPH	VIE	1417328100	1417334700
HEL	VIE	1417328100	1417337100
MAD	MUC	1417328100	1417337700
ZRH	VIE	1417328100	1417333200
CDG	AMS	1417328100	1417332900
CDG	CPH	1417328100	1417334700
CDG	DUB	1417328100	1417335000
CDG	MAD	1417328100	1417335600
CDG	MUC	1417328100	1417333500
MAD	ORY	1417328100	1417335300
MUC	CDG	1417328100	1417334100
NRT	PEK	1417328100	1417342800
PVG	MUC	1417328100	1417371900
DXB	GRU	1417328100	1417383000
DXB	KUL	1417328100	1417353900
DXB	MEL	1417328100	1417376100
FRA	MUC	1417328100	1417331700
ZRH	BCN	1417328100	1417334700
AMS	JNB	1417328100	1417367100
SVO	AMS	1417328100	1417341600
PVG	SVO	1417328100	1417364700
AKL	LAX	1417328100	1417372200
ARN	IST	1417328100	1417340100
TXL	IST	1417328100	1417338600
ATH	BCN	1417328400	1417340100
BOG	DFW	1417328400	1417349700
LHR	BCN	1417328400	1417335600
LHR	IST	1417328400	1417342200
OSL	LHR	1417328400	1417338000
TXL	MAD	1417328400	1417340400
DEL	PVG	1417328400	1417350000
ZRH	FCO	1417328400	1417334100
AMS	FRA	1417328400	1417332600
ORY	FCO	1417328400	1417335600
VIE	IST	1417328400	1417337100
IST	OSL	1417328400	1417342800
FCO	ATH	1417328700	1417335900
DUS	TXL	1417328700	1417332600
VIE	BCN	1417328700	1417336500
YYZ	HKG	1417328700	1417384800
NRT	MEX	1417328700	1417375200
DXB	BNE	1417328700	1417380000
FRA	BRU	1417328700	1417332300
MUC	IST	1417328700	1417338300
IST	ZRH	1417328700	1417339500
CPH	IST	1417328700	1417340400
IST	TXL	1417328700	1417339200
DXB	MNL	1417329000	1417357800
BRU	LHR	1417329000	1417333500
LHR	AMS	1417329000	1417334400
LHR	FRA	1417329000	1417334700
HEL	CPH	1417329000	1417335000
HEL	OSL	1417329000	1417334400
RUH	FCO	1417329000	1417351200
JED	LHR	1417329000	1417353300
LHR	MAD	1417329000	1417337400
YYZ	TPE	1417329000	1417385400
AMS	CAN	1417329000	1417368600
CAN	AKL	1417329000	1417370400
ATH	ARN	1417329000	1417341600
MAD	BCN	1417329000	1417334100
AKL	SFO	1417329000	1417373700
BOG	MEX	1417329120	1417346880
CGK	MNL	1417329300	1417343700
BNE	AKL	1417329300	1417340700
MUC	MAD	1417329300	1417339500
CDG	DUS	1417329300	1417333500
CDG	HEL	1417329300	1417339800
SZX	TPE	1417329300	1417334400
PVG	KUL	1417329300	1417348500
RUH	FRA	1417329300	1417355100
ZRH	BRU	1417329300	1417334400
IST	ARN	1417329300	1417342200
SVO	ZRH	1417329300	1417342200
ATH	TXL	1417329600	1417339500
BCN	LHR	1417329600	1417338300
CDG	LHR	1417329600	1417334400
LHR	CDG	1417329600	1417334400
MIA	ORD	1417329600	1417344000
ORY	LHR	1417329600	1417334400
ORY	MAD	1417329600	1417337100
CAN	KUL	1417329600	1417344300
FCO	IST	1417329600	1417338600
IST	FCO	1417329600	1417339200
MAD	GRU	1417329600	1417370100
JFK	AMS	1417329600	1417359300
OSL	MUC	1417329600	1417338600
ZRH	IST	1417329600	1417340100
IST	HEL	1417329600	1417342200
DUS	IST	1417329600	1417341600
LHR	CPH	1417329900	1417336500
LHR	FCO	1417329900	1417338900
SVO	HEL	1417329900	1417336500
DXB	CGK	1417329900	1417359900
AMS	MUC	1417329900	1417335000
FRA	IST	1417329900	1417340700
MNL	NRT	1417330200	1417345200
CDG	IST	1417330200	1417342800
FRA	MAD	1417330200	1417340400
ZRH	MAD	1417330200	1417338900
MAD	BRU	1417330200	1417338900
DEL	TPE	1417330200	1417351200
DUS	MAD	1417330500	1417340400
BOM	KUL	1417330500	1417348800
ARN	LHR	1417330500	1417340100
AMS	CPH	1417330500	1417335600
BRU	MAD	1417330500	1417339200
LIS	FCO	1417330500	1417341000
DXB	CAN	1417330500	1417355100
CTU	KUL	1417330500	1417347900
ARN	MUC	1417330500	1417338600
LIS	ORY	1417330500	1417339500
FRA	ORD	1417330500	1417364400
BSB	GRU	1417330620	1417336500
BOG	MIA	1417330740	1417344180
PVG	CTU	1417330800	1417341600
CPH	LHR	1417330800	1417338000
FCO	LHR	1417330800	1417340700
CDG	ATL	1417330800	1417367340
CPH	HEL	1417330800	1417336200
AMS	TXL	1417330800	1417335600
PEK	IAH	1417330800	1417380000
KUL	JED	1417330800	1417363800
OSL	DUB	1417330800	1417339200
BCN	BRU	1417330800	1417338600
BCN	MUC	1417330800	1417338000
MNL	YVR	1417330800	1417374000
ARN	BRU	1417330800	1417339200
MEX	ORD	1417330860	1417345920
HKG	BOM	1417331100	1417354200
AYT	TXL	1417331100	1417344000
CPH	TXL	1417331100	1417334400
LIS	BRU	1417331100	1417341000
LIS	ZRH	1417331100	1417341000
AMS	ARN	1417331100	1417338600
CPH	FCO	1417331100	1417340400
HKG	LHR	1417331100	1417378200
LIS	BCN	1417331100	1417338000
LIS	MAD	1417331100	1417335600
ORD	FRA	1417331100	1417365600
IST	CPH	1417331100	1417343400
RUH	CAN	1417331100	1417360500
BRU	IST	1417331100	1417343400
CPH	OSL	1417331400	1417335900
DXB	PEK	1417331400	1417357800
CPH	ARN	1417331400	1417335600
LIS	FRA	1417331400	1417342800
BCN	LIS	1417331400	1417338300
MEX	BOG	1417331700	1417347600
ATH	MAD	1417331700	1417345200
MUC	VIE	1417331700	1417336200
SIN	BNE	1417331700	1417359000
CDG	TXL	1417331700	1417337700
HEL	BRU	1417331700	1417341300
CAN	NRT	1417331700	1417345800
DEL	CAN	1417331700	1417348200
MSP	FLL	1417331700	1417344000
ORD	AMS	1417331700	1417363500
CPH	BRU	1417331700	1417337400
AMS	SVO	1417331700	1417343700
GRU	IST	1417331700	1417376100
BOM	RUH	1417332000	1417347000
LIS	LHR	1417332000	1417342200
TXL	ARN	1417332000	1417337400
ATL	JFK	1417332000	1417338600
FRA	JFK	1417332000	1417364100
FCO	BRU	1417332000	1417340100
MAD	LHR	1417332000	1417341000
CGK	TPE	1417332000	1417351500
HKG	RUH	1417332000	1417370100
NRT	DTW	1417332000	1417373760
MIA	MEX	1417332300	1417346220
DEL	KUL	1417332300	1417351800
LHR	DUS	1417332300	1417337100
ORD	SEA	1417332300	1417348200
BOM	CDG	1417332300	1417368300
MAD	BOG	1417332300	1417370400
PEK	SIN	1417332300	1417355100
RUH	HKG	1417332300	1417362600
JNB	DXB	1417332300	1417361400
BSB	CGH	1417332300	1417337940
CPH	SVO	1417332300	1417341000
SVO	ARN	1417332300	1417340700
SVO	OSL	1417332300	1417342500
CAN	JED	1417332300	1417372500
PHX	ATL	1417332600	1417345020
